originalCode,typeIndicator,pureCode,pureComment,pureMacro
"/* wchar_t uses ISO/IEC 10646 (2nd ed., published 2011-03-15) /",1.0,,"/* wchar_t uses ISO/IEC 10646 (2nd ed., published 2011-03-15) /",
Unicode 6.0.  */,0.0,Unicode 6.0.  */,,
/* We do not support C11 <threads.h>.  */,1.0,,/* We do not support C11 <threads.h>.  */,
/*,1.0,,/*,
* allEvenBits - return 1 if all even-numbered bits in word set to 1,1.0,,* allEvenBits - return 1 if all even-numbered bits in word set to 1,
*   where bits are numbered from 0 (least significant) to 31 (most significant),1.0,,*   where bits are numbered from 0 (least significant) to 31 (most significant),
"*   Examples allEvenBits(0xFFFFFFFE) = 0, allEvenBits(0x55555555) = 1",1.0,,"*   Examples allEvenBits(0xFFFFFFFE) = 0, allEvenBits(0x55555555) = 1",
*   Legal ops: ! ~ & ^ | + << >>,1.0,,*   Legal ops: ! ~ & ^ | + << >>,
*   Max ops: 12,1.0,,*   Max ops: 12,
*   Rating: 2,1.0,,*   Rating: 2,
*/,0.0,*/,,
int allEvenBits(int x) {,0.0,int allEvenBits(int x) {,,
"x = x& (x>>16);  // starting from 32 , the first half is 16 until the end",0.5,x = x& (x>>16);  ,"// starting from 32 , the first half is 16 until the end",
x = x& (x>>8);,0.0,x = x& (x>>8);,,
x = x& (x>>4);,0.0,x = x& (x>>4);,,
x = x& (x>>2);,0.0,x = x& (x>>2);,,
,0.0,,,
return x & 1;,0.0,return x & 1;,,
},0.0,},,
/*,1.0,,/*,
* bang - Compute !x without using !,1.0,,* bang - Compute !x without using !,
"*   Examples: bang(3) = 0, bang(0) = 1",1.0,,"*   Examples: bang(3) = 0, bang(0) = 1",
*   Legal ops: ~ & ^ | + << >>,1.0,,*   Legal ops: ~ & ^ | + << >>,
*   Max ops: 12,1.0,,*   Max ops: 12,
*   Rating: 4,1.0,,*   Rating: 4,
*/,0.0,*/,,
int bang(int x) {,0.0,int bang(int x) {,,
int n =  ~x + 1 ; //avoid 0 also satisfic the condition,0.5,int n =  ~x + 1 ; ,//avoid 0 also satisfic the condition,
int check = x | n; // it can check if the number is pos or neg,0.5,int check = x | n; ,// it can check if the number is pos or neg,
return ~(check>>31) & 0x1 ;,0.0,return ~(check>>31) & 0x1 ;,,
},0.0,},,
/*,1.0,,/*,
* floatIsEqual - Compute f == g for floating point arguments f and g.,1.0,,* floatIsEqual - Compute f == g for floating point arguments f and g.,
"*   Both the arguments are passed as unsigned int's, but",1.0,,"*   Both the arguments are passed as unsigned int's, but",
*   they are to be interpreted as the bit-level representations of,1.0,,*   they are to be interpreted as the bit-level representations of,
*   single-precision floating point values.,1.0,,*   single-precision floating point values.,
"*   If either argument is NaN, return 0.",1.0,,"*   If either argument is NaN, return 0.",
*   +0 and -0 are considered equal.,1.0,,*   +0 and -0 are considered equal.,
"*   Legal ops: Any integer/unsigned operations incl. ||, &&. also if, while",1.0,,"*   Legal ops: Any integer/unsigned operations incl. ||, &&. also if, while",
*   Max ops: 25,1.0,,*   Max ops: 25,
*   Rating: 2,1.0,,*   Rating: 2,
*/,0.0,*/,,
,0.0,,,
"int floatIsEqual(unsigned uf, unsigned ug) {",0.0,"int floatIsEqual(unsigned uf, unsigned ug) {",,
if ( ! (uf & 0x7fffffff) && !(ug& 0x7fffffff)) //because 0x7fffffff is the max int,0.5,if ( ! (uf & 0x7fffffff) && !(ug& 0x7fffffff)) ,//because 0x7fffffff is the max int,
return 1;,0.0,return 1;,,
if ( (ug & 0x7fffffff) > 0x7f800000),0.0,if ( (ug & 0x7fffffff) > 0x7f800000),,
"return 0; // check if ug is nan, if yes then return 0",0.5,return 0; ,"// check if ug is nan, if yes then return 0",
if ( (uf& 0x7fffffff)> 0x7f800000),0.0,if ( (uf& 0x7fffffff)> 0x7f800000),,
"return 0; // check uf  is nan or not, if yes then return 0",0.5,return 0; ,"// check uf  is nan or not, if yes then return 0",
"return uf == ug; //other than the siuation above ,we can simply computer these two value  ;",0.5,return uf == ug; ,"//other than the siuation above ,we can simply computer these two value  ;",
},0.0,},,
/*,1.0,,/*,
* floatUnsigned2Float - Return bit-level equivalent of expression (float) u,1.0,,* floatUnsigned2Float - Return bit-level equivalent of expression (float) u,
"*   Result is returned as unsigned int, but",1.0,,"*   Result is returned as unsigned int, but",
*   it is to be interpreted as the bit-level representation of a,1.0,,*   it is to be interpreted as the bit-level representation of a,
*   single-precision floating point values.,1.0,,*   single-precision floating point values.,
"*   Legal ops: Any integer/unsigned operations incl. ||, &&. also if, while",1.0,,"*   Legal ops: Any integer/unsigned operations incl. ||, &&. also if, while",
*   Max ops: 30,1.0,,*   Max ops: 30,
*   Rating: 4,1.0,,*   Rating: 4,
*/,0.0,*/,,
unsigned floatUnsigned2Float(unsigned u) {,0.0,unsigned floatUnsigned2Float(unsigned u) {,,
,0.0,,,
return u;,0.0,return u;,,
},0.0,},,
/*,1.0,,/*,
"* isLess - if x < y  then return 1, else return 0",1.0,,"* isLess - if x < y  then return 1, else return 0",
"*   Example: isLess(4,5) = 1.",1.0,,"*   Example: isLess(4,5) = 1.",
*   Legal ops: ! ~ & ^ | + << >>,1.0,,*   Legal ops: ! ~ & ^ | + << >>,
*   Max ops: 24,1.0,,*   Max ops: 24,
*   Rating: 3,1.0,,*   Rating: 3,
*/,0.0,*/,,
"int isLess(int x, int y) {",0.0,"int isLess(int x, int y) {",,
int check_v=((x+~y+1)>>31);,0.0,int check_v=((x+~y+1)>>31);,,
//check if the sign first,0.5,,//check if the sign first,
//then check when the sign is same,0.5,,//then check when the sign is same,
"return( ((x&~y)>>31)&0x1) |( (~((x^y)>>31) & check_v)&0x1); // check if sign is same or not , then check when sign is same",0.5,return( ((x&~y)>>31)&0x1) |( (~((x^y)>>31) & check_v)&0x1); ,"// check if sign is same or not , then check when sign is same",
},0.0,},,
/*,1.0,,/*,
"* isNonNegative - return 1 if x >= 0, return 0 otherwise",1.0,,"* isNonNegative - return 1 if x >= 0, return 0 otherwise",
*   Example: isNonNegative(-1) = 0.  isNonNegative(0) = 1.,1.0,,*   Example: isNonNegative(-1) = 0.  isNonNegative(0) = 1.,
*   Legal ops: ! ~ & ^ | + << >>,1.0,,*   Legal ops: ! ~ & ^ | + << >>,
*   Max ops: 6,1.0,,*   Max ops: 6,
*   Rating: 2,1.0,,*   Rating: 2,
*/,0.0,*/,,
int isNonNegative(int x) {,0.0,int isNonNegative(int x) {,,
// check the sign is pos or not which incluse 0 case,0.5,,// check the sign is pos or not which incluse 0 case,
int sign =  !(x>>31)&1;,0.0,int sign =  !(x>>31)&1;,,
return sign;,0.0,return sign;,,
},0.0,},,
/*,1.0,,/*,
"* isTmax - returns 1 if x is the maximum, two's complement number,",1.0,,"* isTmax - returns 1 if x is the maximum, two's complement number,",
*     and 0 otherwise,1.0,,*     and 0 otherwise,
*   Legal ops: ! ~ & ^ | +,1.0,,*   Legal ops: ! ~ & ^ | +,
*   Max ops: 10,1.0,,*   Max ops: 10,
Rating: 1,1.0,,Rating: 1,
*/,0.0,*/,,
int isTmax(int x) {,0.0,int isTmax(int x) {,,
// reverse the number,0.5,,// reverse the number,
int rev = (~x);,0.0,int rev = (~x);,,
// check the number is max,0.5,,// check the number is max,
int y = x^(~(x+1));,0.0,int y = x^(~(x+1));,,
return  !( y|(!rev)) ;,0.0,return  !( y|(!rev)) ;,,
},0.0,},,
/*,1.0,,/*,
* rotateLeft - Rotate x to the left by n,1.0,,* rotateLeft - Rotate x to the left by n,
*   Can assume that 0 <= n <= 31,1.0,,*   Can assume that 0 <= n <= 31,
"*   Examples: rotateLeft(0x87654321,4) = 0x76543218",1.0,,"*   Examples: rotateLeft(0x87654321,4) = 0x76543218",
*   Legal ops: ~ & ^ | + << >> !,1.0,,*   Legal ops: ~ & ^ | + << >> !,
*   Max ops: 25,1.0,,*   Max ops: 25,
*   Rating: 3,1.0,,*   Rating: 3,
*/,0.0,*/,,
"int rotateLeft(int x, int n) {",0.0,"int rotateLeft(int x, int n) {",,
// find highest and lowest,0.5,,// find highest and lowest,
int high = ~0 << (32+(~n+1));,0.0,int high = ~0 << (32+(~n+1));,,
int low = ~(~0<<n);,0.0,int low = ~(~0<<n);,,
,0.0,,,
return  (x<<n) | ((x&high)>>(32+(~n+1))&low) ;,0.0,return  (x<<n) | ((x&high)>>(32+(~n+1))&low) ;,,
},0.0,},,
/*,1.0,,/*,
* signMag2TwosComp - Convert from sign-magnitude to two's complement,1.0,,* signMag2TwosComp - Convert from sign-magnitude to two's complement,
*   where the MSB is the sign bit,1.0,,*   where the MSB is the sign bit,
*   Example: signMag2TwosComp(0x80000005) = -5.,1.0,,*   Example: signMag2TwosComp(0x80000005) = -5.,
*   Legal ops: ! ~ & ^ | + << >>,1.0,,*   Legal ops: ! ~ & ^ | + << >>,
*   Max ops: 15,1.0,,*   Max ops: 15,
*   Rating: 4,1.0,,*   Rating: 4,
*/,0.0,*/,,
int signMag2TwosComp(int x){,0.0,int signMag2TwosComp(int x){,,
"int temp, one, result;",0.0,"int temp, one, result;",,
//creat 0x7fffffff,0.5,,//creat 0x7fffffff,
int y = (0x7f << 8) | 0xff;,0.0,int y = (0x7f << 8) | 0xff;,,
y= (y<<8) | 0xff;,0.0,y= (y<<8) | 0xff;,,
y=(y<<8) | 0xff;,0.0,y=(y<<8) | 0xff;,,
temp = x>>31;,0.0,temp = x>>31;,,
// flip the number if its nagetive and remain same if postive,0.5,,// flip the number if its nagetive and remain same if postive,
result= x ^(temp& y);,0.0,result= x ^(temp& y);,,
// addd one if negative,0.5,,// addd one if negative,
one = temp & 0x1;,0.0,one = temp & 0x1;,,
result += one ;,0.0,result += one ;,,
return result;,0.0,return result;,,
},0.0,},,
,0.0,,,
int thirdBits(void){,0.0,int thirdBits(void){,,
// which is euqal to 0100 1001,0.5,,// which is euqal to 0100 1001,
int x = 0x49;,0.0,int x = 0x49;,,
int y = (x<<9)+0x49;,0.0,int y = (x<<9)+0x49;,,
// final equal to 0100 1001 0010 0100 1001 0010 0100 1001,0.5,,// final equal to 0100 1001 0010 0100 1001 0010 0100 1001,
return (( y<<18) +y) ; },0.0,return (( y<<18) +y) ; },,
,0.0,,,
,0.0,,,
,0.0,,,
,0.0,,,
,0.0,,,
,0.0,,,
,0.0,,,
