originalCode,typeIndicator,pureCode,pureComment,pureMacro
"/* We do support the IEC 559 math functionality, real and complex.  */",1.0,,"/* We do support the IEC 559 math functionality, real and complex.  */",
"/* wchar_t uses ISO/IEC 10646 (2nd ed., published 2011-03-15) /",1.0,,"/* wchar_t uses ISO/IEC 10646 (2nd ed., published 2011-03-15) /",
Unicode 6.0.  */,0.0,Unicode 6.0.  */,,
/* We do not support C11 <threads.h>.  */,1.0,,/* We do not support C11 <threads.h>.  */,
/*,1.0,,/*,
* allEvenBits - return 1 if all even-numbered bits in word set to 1,1.0,,* allEvenBits - return 1 if all even-numbered bits in word set to 1,
*   where bits are numbered from 0 (least significant) to 31 (most significant),1.0,,*   where bits are numbered from 0 (least significant) to 31 (most significant),
"*   Examples allEvenBits(0xFFFFFFFE) = 0, allEvenBits(0x55555555) = 1",1.0,,"*   Examples allEvenBits(0xFFFFFFFE) = 0, allEvenBits(0x55555555) = 1",
*   Legal ops: ! ~ & ^ | + << >>,1.0,,*   Legal ops: ! ~ & ^ | + << >>,
*   Max ops: 12,1.0,,*   Max ops: 12,
*   Rating: 2,1.0,,*   Rating: 2,
*/,0.0,*/,,
,0.0,,,
/*,1.0,,/*,
"* align and AND every two bits, four bits, ...",1.0,,"* align and AND every two bits, four bits, ...",
* finally every even bits to the LSB.,1.0,,* finally every even bits to the LSB.,
* Then AND with 1 to return either 0 or 1.,1.0,,* Then AND with 1 to return either 0 or 1.,
*/,0.0,*/,,
int allEvenBits(int x) {,0.0,int allEvenBits(int x) {,,
x &= (x>>2);,0.0,x &= (x>>2);,,
x &= (x>>4);,0.0,x &= (x>>4);,,
x &= (x>>8);,0.0,x &= (x>>8);,,
x &= (x>>16);,0.0,x &= (x>>16);,,
return x & 1;,0.0,return x & 1;,,
},0.0,},,
/*,1.0,,/*,
* bang - Compute !x without using !,1.0,,* bang - Compute !x without using !,
"*   Examples: bang(3) = 0, bang(0) = 1",1.0,,"*   Examples: bang(3) = 0, bang(0) = 1",
*   Legal ops: ~ & ^ | + << >>,1.0,,*   Legal ops: ~ & ^ | + << >>,
*   Max ops: 12,1.0,,*   Max ops: 12,
*   Rating: 4,1.0,,*   Rating: 4,
*/,0.0,*/,,
,0.0,,,
/*,1.0,,/*,
"* Return 0 if any bit of x has 1 in it, otherwise 1.",1.0,,"* Return 0 if any bit of x has 1 in it, otherwise 1.",
* Align and OR every bit to LSB and reverse it.,1.0,,* Align and OR every bit to LSB and reverse it.,
* Then and with 1 to return either 0 or 1.,1.0,,* Then and with 1 to return either 0 or 1.,
*/,0.0,*/,,
int bang(int x) {,0.0,int bang(int x) {,,
x |= (x>>1);,0.0,x |= (x>>1);,,
x |= (x>>2);,0.0,x |= (x>>2);,,
x |= (x>>4);,0.0,x |= (x>>4);,,
x |= (x>>8);,0.0,x |= (x>>8);,,
x |= (x>>16);,0.0,x |= (x>>16);,,
return (~x) & 1;,0.0,return (~x) & 1;,,
},0.0,},,
/*,1.0,,/*,
* floatIsEqual - Compute f == g for floating point arguments f and g.,1.0,,* floatIsEqual - Compute f == g for floating point arguments f and g.,
"*   Both the arguments are passed as unsigned int's, but",1.0,,"*   Both the arguments are passed as unsigned int's, but",
*   they are to be interpreted as the bit-level representations of,1.0,,*   they are to be interpreted as the bit-level representations of,
*   single-precision floating point values.,1.0,,*   single-precision floating point values.,
"*   If either argument is NaN, return 0.",1.0,,"*   If either argument is NaN, return 0.",
*   +0 and -0 are considered equal.,1.0,,*   +0 and -0 are considered equal.,
"*   Legal ops: Any integer/unsigned operations incl. ||, &&. also if, while",1.0,,"*   Legal ops: Any integer/unsigned operations incl. ||, &&. also if, while",
*   Max ops: 25,1.0,,*   Max ops: 25,
*   Rating: 2,1.0,,*   Rating: 2,
*/,0.0,*/,,
,0.0,,,
/*,1.0,,/*,
"* First check if uf = ug = 0, if so return 1.",1.0,,"* First check if uf = ug = 0, if so return 1.",
"* Then check if either uf or ug is NaN (exp is FFFF),",1.0,,"* Then check if either uf or ug is NaN (exp is FFFF),",
* if so return 0.,1.0,,* if so return 0.,
"* Then compare each bit with XOR, if any bit is not equal,",1.0,,"* Then compare each bit with XOR, if any bit is not equal,",
"* return 0, else return 1.",1.0,,"* return 0, else return 1.",
*/,0.0,*/,,
"int floatIsEqual(unsigned uf, unsigned ug) {",0.0,"int floatIsEqual(unsigned uf, unsigned ug) {",,
// both zero,0.5,,// both zero,
if (!(((uf << 1) >> 22) | (uf & 0x007FFFFF)) &,0.0,if (!(((uf << 1) >> 22) | (uf & 0x007FFFFF)) &,,
!(((ug << 1) >> 22) | (ug & 0x007FFFFF))),0.0,!(((ug << 1) >> 22) | (ug & 0x007FFFFF))),,
return 1;,0.0,return 1;,,
// NaN,0.5,,// NaN,
if ((uf >= 0x7F800001 && uf <= 0x7FFFFFFF) ||,0.0,if ((uf >= 0x7F800001 && uf <= 0x7FFFFFFF) ||,,
(uf >= 0xFF800001) ||,0.0,(uf >= 0xFF800001) ||,,
(ug >= 0x7F800001 && ug <= 0x7FFFFFFF) ||,0.0,(ug >= 0x7F800001 && ug <= 0x7FFFFFFF) ||,,
(ug >= 0xFF800001)),0.0,(ug >= 0xFF800001)),,
return 0;,0.0,return 0;,,
// not bit equivalent,0.5,,// not bit equivalent,
if (uf ^ ug),0.0,if (uf ^ ug),,
return 0;,0.0,return 0;,,
// else,0.5,,// else,
return 1;,0.0,return 1;,,
},0.0,},,
/*,1.0,,/*,
* floatUnsigned2Float - Return bit-level equivalent of expression (float) u,1.0,,* floatUnsigned2Float - Return bit-level equivalent of expression (float) u,
"*   Result is returned as unsigned int, but",1.0,,"*   Result is returned as unsigned int, but",
*   it is to be interpreted as the bit-level representation of a,1.0,,*   it is to be interpreted as the bit-level representation of a,
*   single-precision floating point values.,1.0,,*   single-precision floating point values.,
"*   Legal ops: Any integer/unsigned operations incl. ||, &&. also if, while",1.0,,"*   Legal ops: Any integer/unsigned operations incl. ||, &&. also if, while",
*   Max ops: 30,1.0,,*   Max ops: 30,
*   Rating: 4,1.0,,*   Rating: 4,
*/,0.0,*/,,
,0.0,,,
/*,1.0,,/*,
* First we get the mantissa part. Keep shifting right until we see the first 1.,1.0,,* First we get the mantissa part. Keep shifting right until we see the first 1.,
"* The number of bits we shifted becomes exponent, add 127 bias to it (we do this at the end).",1.0,,"* The number of bits we shifted becomes exponent, add 127 bias to it (we do this at the end).",
"* If shifted 32 times and didn鈥檛 find 1, then it is 0, return 0",1.0,,"* If shifted 32 times and didn鈥檛 find 1, then it is 0, return 0",
"* Then, count 24 bits after that bit,",1.0,,"* Then, count 24 bits after that bit,",
* the first bit to the 24th bit after it is the mantissa.,1.0,,* the first bit to the 24th bit after it is the mantissa.,
"* If The rest of the unsigned number is longer than 24 bits (including the normalized bit),",1.0,,"* If The rest of the unsigned number is longer than 24 bits (including the normalized bit),",
* we might need rounding.,1.0,,* we might need rounding.,
* We set roundbit to the bit after the last bit of mantissa.,1.0,,* We set roundbit to the bit after the last bit of mantissa.,
"* If its 1, round up, if its 0, round down.",1.0,,"* If its 1, round up, if its 0, round down.",
"* However, if the roundbit is 1 and the rest of the bits are all 0, or it is the last bit,",1.0,,"* However, if the roundbit is 1 and the rest of the bits are all 0, or it is the last bit,",
* we need to round to even. In that case set roundbit to 1 if the last bit,1.0,,* we need to round to even. In that case set roundbit to 1 if the last bit,
* of mantissa is 1 and set to 0 if the last bit is 0.,1.0,,* of mantissa is 1 and set to 0 if the last bit is 0.,
* Finally we get mantissa by shifting the mantissa portion to the end and add roundbit.,1.0,,* Finally we get mantissa by shifting the mantissa portion to the end and add roundbit.,
"* If adding roundbit causes overflow, set mantissa to 0, and add one to exponent.",1.0,,"* If adding roundbit causes overflow, set mantissa to 0, and add one to exponent.",
* Shift exponent to the proper position and OR exponent and mantissa together,1.0,,* Shift exponent to the proper position and OR exponent and mantissa together,
* Sign bit is always 0.,1.0,,* Sign bit is always 0.,
*/,0.0,*/,,
unsigned floatUnsigned2Float(unsigned u) {,0.0,unsigned floatUnsigned2Float(unsigned u) {,,
// idx for first 1,0.5,,// idx for first 1,
int f1idx = 0;,0.0,int f1idx = 0;,,
int af1idx;,0.0,int af1idx;,,
unsigned int roundbit = 0;,0.0,unsigned int roundbit = 0;,,
int round2even;,0.0,int round2even;,,
unsigned int mag;,0.0,unsigned int mag;,,
unsigned int exp;,0.0,unsigned int exp;,,
int shiftamt;,0.0,int shiftamt;,,
// logical shift,0.5,,// logical shift,
while ((((u << f1idx) >> 31) != 1) && f1idx <= 31),0.0,while ((((u << f1idx) >> 31) != 1) && f1idx <= 31),,
f1idx++;,0.0,f1idx++;,,
if (f1idx == 32) {,0.0,if (f1idx == 32) {,,
// u is zero,0.5,,// u is zero,
return 0;,0.0,return 0;,,
} else {,0.0,} else {,,
// u is not zero,0.5,,// u is not zero,
af1idx = f1idx + 1;,0.0,af1idx = f1idx + 1;,,
if (9 > af1idx) {,0.0,if (9 > af1idx) {,,
// needs rounding,0.5,,// needs rounding,
roundbit = (u << (af1idx + 23)) >> 31;,0.0,roundbit = (u << (af1idx + 23)) >> 31;,,
shiftamt = (af1idx + 24);,0.0,shiftamt = (af1idx + 24);,,
if (shiftamt == 32) {,0.0,if (shiftamt == 32) {,,
round2even = 1;,0.0,round2even = 1;,,
} else {,0.0,} else {,,
round2even = (roundbit && (u << shiftamt) == 0);,0.0,round2even = (roundbit && (u << shiftamt) == 0);,,
},0.0,},,
// round to even,0.5,,// round to even,
if (round2even && ((u << (af1idx + 22)) >> 31) == 0),0.0,if (round2even && ((u << (af1idx + 22)) >> 31) == 0),,
roundbit = 0;,0.0,roundbit = 0;,,
},0.0,},,
mag = ((u << af1idx) >> 9) + roundbit;,0.0,mag = ((u << af1idx) >> 9) + roundbit;,,
// 31 - x + 127,0.5,,// 31 - x + 127,
exp = (158 - f1idx);,0.0,exp = (158 - f1idx);,,
// if adding round bit overflows,0.5,,// if adding round bit overflows,
if (mag >> 23) {,0.0,if (mag >> 23) {,,
mag = 0;,0.0,mag = 0;,,
exp = exp + 1;,0.0,exp = exp + 1;,,
},0.0,},,
exp = exp << 23;,0.0,exp = exp << 23;,,
return mag | exp;,0.0,return mag | exp;,,
},0.0,},,
},0.0,},,
/*,1.0,,/*,
"* isLess - if x < y  then return 1, else return 0",1.0,,"* isLess - if x < y  then return 1, else return 0",
"*   Example: isLess(4,5) = 1.",1.0,,"*   Example: isLess(4,5) = 1.",
*   Legal ops: ! ~ & ^ | + << >>,1.0,,*   Legal ops: ! ~ & ^ | + << >>,
*   Max ops: 24,1.0,,*   Max ops: 24,
*   Rating: 3,1.0,,*   Rating: 3,
*/,0.0,*/,,
,0.0,,,
/*,1.0,,/*,
"* If xy have different sign, we compute x & ~y",1.0,,"* If xy have different sign, we compute x & ~y",
* which is 1 if x neg y pos and 0 if x pos y neg in the first bit.,1.0,,* which is 1 if x neg y pos and 0 if x pos y neg in the first bit.,
"* If they have the same sign, we compute ~(y - x) and look at the first",1.0,,"* If they have the same sign, we compute ~(y - x) and look at the first",
* bit of the result. It is 1 if x <= y and 0 if x > y.,1.0,,* bit of the result. It is 1 if x <= y and 0 if x > y.,
* We mask both results with sign_mask with only leaves the first,1.0,,* We mask both results with sign_mask with only leaves the first,
"* bit, OR them together. !! converts bits into 1 or 0.",1.0,,"* bit, OR them together. !! converts bits into 1 or 0.",
"* Finally we AND with (x != y), so that if x = y we return 0.",1.0,,"* Finally we AND with (x != y), so that if x = y we return 0.",
*/,0.0,*/,,
"int isLess(int x, int y) {",0.0,"int isLess(int x, int y) {",,
int xneg_ypos = x & ~y;,0.0,int xneg_ypos = x & ~y;,,
int first_bit_1_xy_same_sign = ~(x ^ y);,0.0,int first_bit_1_xy_same_sign = ~(x ^ y);,,
int sign_mask = 1 << 31;,0.0,int sign_mask = 1 << 31;,,
int rest_mask = ~sign_mask;,0.0,int rest_mask = ~sign_mask;,,
int ymag = rest_mask & y;,0.0,int ymag = rest_mask & y;,,
int xmag = rest_mask & x;,0.0,int xmag = rest_mask & x;,,
int yminusx_pos0 = (ymag + (~xmag + 1));,0.0,int yminusx_pos0 = (ymag + (~xmag + 1));,,
int xneqy1 = !!(x ^ y);,0.0,int xneqy1 = !!(x ^ y);,,
return (!!((xneg_ypos | (first_bit_1_xy_same_sign & ~yminusx_pos0)) & sign_mask)) & xneqy1;,0.0,return (!!((xneg_ypos | (first_bit_1_xy_same_sign & ~yminusx_pos0)) & sign_mask)) & xneqy1;,,
,0.0,,,
},0.0,},,
/*,1.0,,/*,
"* isNonNegative - return 1 if x >= 0, return 0 otherwise",1.0,,"* isNonNegative - return 1 if x >= 0, return 0 otherwise",
*   Example: isNonNegative(-1) = 0.  isNonNegative(0) = 1.,1.0,,*   Example: isNonNegative(-1) = 0.  isNonNegative(0) = 1.,
*   Legal ops: ! ~ & ^ | + << >>,1.0,,*   Legal ops: ! ~ & ^ | + << >>,
*   Max ops: 6,1.0,,*   Max ops: 6,
*   Rating: 2,1.0,,*   Rating: 2,
*/,0.0,*/,,
,0.0,,,
/*,1.0,,/*,
"* Reverse x so the sign bit is reversed (1 for non-neg, 0 for neg), then shift it to LSB.",1.0,,"* Reverse x so the sign bit is reversed (1 for non-neg, 0 for neg), then shift it to LSB.",
* Now we have either FFFFFFFF or 00000000.,1.0,,* Now we have either FFFFFFFF or 00000000.,
* Apply two ! to have 0 or 1 but don鈥檛 change LSB.,1.0,,* Apply two ! to have 0 or 1 but don鈥檛 change LSB.,
*/,0.0,*/,,
int isNonNegative(int x) {,0.0,int isNonNegative(int x) {,,
return !(!(~x >> 31));,0.0,return !(!(~x >> 31));,,
},0.0,},,
/*,1.0,,/*,
"* isTmax - returns 1 if x is the maximum, two's complement number,",1.0,,"* isTmax - returns 1 if x is the maximum, two's complement number,",
*     and 0 otherwise,1.0,,*     and 0 otherwise,
*   Legal ops: ! ~ & ^ | +,1.0,,*   Legal ops: ! ~ & ^ | +,
*   Max ops: 10,1.0,,*   Max ops: 10,
*   Rating: 1,1.0,,*   Rating: 1,
*/,0.0,*/,,
,0.0,,,
/*,1.0,,/*,
* We check if MSB is 0 and all other bits are 1.,1.0,,* We check if MSB is 0 and all other bits are 1.,
* !!~x gives 1 if MSB = 0 and 0 otherwise.,1.0,,* !!~x gives 1 if MSB = 0 and 0 otherwise.,
"* !(~x + ~x) if all other bis are one, adding the reverse to reverse",1.0,,"* !(~x + ~x) if all other bis are one, adding the reverse to reverse",
"* should give all 0, ! to it to get 1, if not all 1 the result is 0.",1.0,,"* should give all 0, ! to it to get 1, if not all 1 the result is 0.",
* AND this two parts to get final result.,1.0,,* AND this two parts to get final result.,
*/,0.0,*/,,
int isTmax(int x) {,0.0,int isTmax(int x) {,,
return !!~x & !(~x + ~x);,0.0,return !!~x & !(~x + ~x);,,
},0.0,},,
/*,1.0,,/*,
* rotateLeft - Rotate x to the left by n,1.0,,* rotateLeft - Rotate x to the left by n,
*   Can assume that 0 <= n <= 31,1.0,,*   Can assume that 0 <= n <= 31,
"*   Examples: rotateLeft(0x87654321,4) = 0x76543218",1.0,,"*   Examples: rotateLeft(0x87654321,4) = 0x76543218",
*   Legal ops: ~ & ^ | + << >> !,1.0,,*   Legal ops: ~ & ^ | + << >> !,
*   Max ops: 25,1.0,,*   Max ops: 25,
*   Rating: 3,1.0,,*   Rating: 3,
*/,0.0,*/,,
,0.0,,,
/*,1.0,,/*,
"* We shift every bit n bits left, and move the thrown-away bits",1.0,,"* We shift every bit n bits left, and move the thrown-away bits",
* to the right and OR then back together.,1.0,,* to the right and OR then back together.,
* Move to right is done by shifting right (32 - n) bits.,1.0,,* Move to right is done by shifting right (32 - n) bits.,
"* And since we can鈥檛 use unsigned and don鈥檛 have logical shift,",1.0,,"* And since we can鈥檛 use unsigned and don鈥檛 have logical shift,",
* AND with 00...00011...111 mask where 0 part is the shift left part,1.0,,* AND with 00...00011...111 mask where 0 part is the shift left part,
* and 1 part is the shift right part.,1.0,,* and 1 part is the shift right part.,
* Finally we can OR the two parts together.,1.0,,* Finally we can OR the two parts together.,
*/,0.0,*/,,
"int rotateLeft(int x, int n) {",0.0,"int rotateLeft(int x, int n) {",,
return (x << n) | ((x >> (32 + (~n + 1))) & ~(~0 << n));,0.0,return (x << n) | ((x >> (32 + (~n + 1))) & ~(~0 << n));,,
},0.0,},,
/*,1.0,,/*,
* signMag2TwosComp - Convert from sign-magnitude to two's complement,1.0,,* signMag2TwosComp - Convert from sign-magnitude to two's complement,
*   where the MSB is the sign bit,1.0,,*   where the MSB is the sign bit,
*   Example: signMag2TwosComp(0x80000005) = -5.,1.0,,*   Example: signMag2TwosComp(0x80000005) = -5.,
*   Legal ops: ! ~ & ^ | + << >>,1.0,,*   Legal ops: ! ~ & ^ | + << >>,
*   Max ops: 15,1.0,,*   Max ops: 15,
*   Rating: 4,1.0,,*   Rating: 4,
*/,0.0,*/,,
,0.0,,,
/*,1.0,,/*,
"* we first get the sign, ~(x >> 31) gives",1.0,,"* we first get the sign, ~(x >> 31) gives",
"* all 1 if positive, all 0 otherwise",1.0,,"* all 1 if positive, all 0 otherwise",
* Then we get the magnitude by masking 7FFFFFFF with x.,1.0,,* Then we get the magnitude by masking 7FFFFFFF with x.,
* We calculate the 2鈥檆omplement version of negative of magnitude,1.0,,* We calculate the 2鈥檆omplement version of negative of magnitude,
"* We use the sign as a mask, so if positive the positive magnitude is",1.0,,"* We use the sign as a mask, so if positive the positive magnitude is",
"* returned, otherwise negative version is returned.",1.0,,"* returned, otherwise negative version is returned.",
*/,0.0,*/,,
